id,userPrincipalName,displayName,department,jobTitle,officeLocation,country,companyName,usageLocation,managerUPN
bc8960a9-23b8-41e9-b924-56de3eb13b90,hiro.jarvis@contoso-demo.local,Hiro Jarvis,Finance,Financial Analyst,London,United Kingdom,Contoso Demo Ltd,United Kingdom,emerson.lockhart@contoso-demo.local
37f8a88b-17fc-495a-87a0-ca6e0822e8f3,elliot.oakley@contoso-demo.local,Elliot Oakley,Engineering,QA Engineer,Manchester,United Kingdom,Contoso Demo Ltd,United Kingdom,harper.hollis@contoso-demo.local
8b8148f6-b38a-488c-a65e-d389b74d0fb1,sawyer.hollis@contoso-demo.local,Sawyer Hollis,Engineering,Site Reliability Engineer,London,United Kingdom,Contoso Demo Ltd,United Kingdom,morgan.hollis@contoso-demo.local
c241330b-01a9-471f-9e8a-774bcf36d58b,elliot.jarvis@contoso-demo.local,Elliot Jarvis,Sales,Sales Development Rep,Sydney,Australia,Contoso Demo Ltd,Australia,arun.hollis@contoso-demo.local
562b0f79-c374-49ee-b50b-ea63371ecd7b,avery.fairbanks@contoso-demo.local,Avery Fairbanks,Legal,Legal Counsel,Seattle,United States,Contoso Demo Ltd,United States,emerson.bennett@contoso-demo.local
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,riley.mercer@contoso-demo.local,Riley Mercer,Finance,Financial Analyst,Singapore,Singapore,Contoso Demo Ltd,Singapore,morgan.ingram@contoso-demo.local
d453dd32-4b0d-4b41-8d52-88f1142c3fe8,tomas.novak@contoso-demo.local,Tomas Novak,Customer Service,Team Lead,Manchester,United Kingdom,Contoso Demo Ltd,United Kingdom,emerson.lockhart2@contoso-demo.local
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,elliot.hollis@contoso-demo.local,Elliot Hollis,Facilities,Facilities Coordinator,Seattle,United States,Contoso Demo Ltd,United States,omar.vance@contoso-demo.local
47294739-614f-43d7-99db-3ad0ddd1dfb2,omar.ingram@contoso-demo.local,Omar Ingram,Marketing,Content Strategist,Manchester,United Kingdom,Contoso Demo Ltd,United Kingdom,sam.sinclair@contoso-demo.local
b3aa7efe-4458-4885-ab90-99a435a240ae,skyler.mercer@contoso-demo.local,Skyler Mercer,Operations,Operations Manager,Dublin,Ireland,Contoso Demo Ltd,Ireland,jordan.novak@contoso-demo.local
6123fdf7-7656-4f72-a9d4-beef3eabedcb,sawyer.ziegler@contoso-demo.local,Sawyer Ziegler,Finance,Controller,Dublin,Ireland,Contoso Demo Ltd,Ireland,finley.whitlock2@contoso-demo.local
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,arun.lockhart@contoso-demo.local,Arun Lockhart,Engineering,QA Engineer,Amsterdam,Netherlands,Contoso Demo Ltd,Netherlands,harper.duval@contoso-demo.local
f16287e4-e9c3-49e0-b602-f8ac10f1bc81,harper.jarvis@contoso-demo.local,Harper Jarvis,Human Resources,Talent Coordinator,Seattle,United States,Contoso Demo Ltd,United States,quinn.quill@contoso-demo.local
24933b83-7577-40a9-a491-f0b2ea1fca65,harper.espinosa@contoso-demo.local,Harper Espinosa,Sales,Sales Manager,Sydney,Australia,Contoso Demo Ltd,Australia,riley.espinosa@contoso-demo.local
95a76d79-bf3c-4c06-8343-08bc89fa6a68,hiro.sinclair@contoso-demo.local,Hiro Sinclair,Information Technology,Service Desk Analyst,Amsterdam,Netherlands,Contoso Demo Ltd,Netherlands,reese.ingram@contoso-demo.local
827050a8-2369-4584-bf5e-9ff0ff50bde4,skyler.ingram@contoso-demo.local,Skyler Ingram,Facilities,Workplace Manager,Singapore,Singapore,Contoso Demo Ltd,Singapore,luca.vance@contoso-demo.local
cac5b68c-28f4-4481-a0a0-4dc427209bdf,omar.ellery@contoso-demo.local,Omar Ellery,Finance,Finance Manager,London,United Kingdom,Contoso Demo Ltd,United Kingdom,finley.whitlock3@contoso-demo.local
877409a9-77d2-4e02-bf01-cf99988c24c9,harper.novak@contoso-demo.local,Harper Novak,Facilities,Workplace Manager,Manchester,United Kingdom,Contoso Demo Ltd,United Kingdom,alex.delgado2@contoso-demo.local
8976e334-e281-4efd-ae84-92171d53434b,arun.ziegler@contoso-demo.local,Arun Ziegler,Engineering,Engineering Manager,London,United Kingdom,Contoso Demo Ltd,United Kingdom,riley.amara@contoso-demo.local
f42d47cc-00d4-4f59-b427-3ca3287d06ca,quinn.oakley@contoso-demo.local,Quinn Oakley,Operations,Operations Manager,Manchester,United Kingdom,Contoso Demo Ltd,United Kingdom,riley.delgado@contoso-demo.local
4c66e0a8-a013-4c6e-9eda-4e161b3dbd5c,reese.fontaine@contoso-demo.local,Reese Fontaine,Marketing,Marketing Analyst,Dublin,Ireland,Contoso Demo Ltd,Ireland,riley.thorne2@contoso-demo.local
f4188f3f-8a14-4e62-a95b-4715c333e861,morgan.mercer@contoso-demo.local,Morgan Mercer,Engineering,Software Engineer,Amsterdam,Netherlands,Contoso Demo Ltd,Netherlands,taylor.duval2@contoso-demo.local
e0f3eab0-5cec-4eb5-add9-68311ca35cfb,dakota.bennett@contoso-demo.local,Dakota Bennett,Facilities,Workplace Manager,Seattle,United States,Contoso Demo Ltd,United States,mei.ingram@contoso-demo.local
15ed6269-1429-4c07-b26b-4776913e4de2,taylor.espinosa@contoso-demo.local,Taylor Espinosa,Sales,Solution Specialist,London,United Kingdom,Contoso Demo Ltd,United Kingdom,rowan.oakley@contoso-demo.local
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,morgan.whitlock@contoso-demo.local,Morgan Whitlock,Finance,Controller,Dublin,Ireland,Contoso Demo Ltd,Ireland,rowan.ellery@contoso-demo.local
b09b2a5c-badc-432a-8159-0f538a0f4efb,jamie.fontaine@contoso-demo.local,Jamie Fontaine,Engineering,QA Engineer,Singapore,Singapore,Contoso Demo Ltd,Singapore,ines.fairbanks@contoso-demo.local
847fd9b4-e64d-4bcb-b027-53a15f987c71,arun.vance@contoso-demo.local,Arun Vance,Marketing,Content Strategist,Singapore,Singapore,Contoso Demo Ltd,Singapore,marlow.ziegler@contoso-demo.local
8dcdcd03-969b-4662-8562-8059568cc69b,taylor.delgado@contoso-demo.local,Taylor Delgado,Finance,Accounts Payable Clerk,Amsterdam,Netherlands,Contoso Demo Ltd,Netherlands,mei.thorne@contoso-demo.local
3a9bedd4-0f12-49e0-a18f-f6b6b535106e,alex.delgado@contoso-demo.local,Alex Delgado,Facilities,Facilities Coordinator,Amsterdam,Netherlands,Contoso Demo Ltd,Netherlands,arun.ellery@contoso-demo.local
7c441fe7-ab42-40a7-874a-493b3ceddf2d,jordan.rutherford@contoso-demo.local,Jordan Rutherford,Human Resources,People Partner,Seattle,United States,Contoso Demo Ltd,United States,skyler.oakley@contoso-demo.local
7900f7f9-9382-4b43-922f-e15ae1e3db63,hiro.fontaine@contoso-demo.local,Hiro Fontaine,Engineering,QA Engineer,Dublin,Ireland,Contoso Demo Ltd,Ireland,sofia.grady@contoso-demo.local
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,jamie.ellery@contoso-demo.local,Jamie Ellery,Customer Service,Escalations Specialist,Singapore,Singapore,Contoso Demo Ltd,Singapore,rowan.underwood@contoso-demo.local
fbf24050-a748-4bcf-ac61-9e630dde29a6,omar.ziegler@contoso-demo.local,Omar Ziegler,Legal,Compliance Officer,Sydney,Australia,Contoso Demo Ltd,Australia,ines.sinclair@contoso-demo.local
1bf90e27-dc96-425e-8cf3-a17156dc8907,harper.ziegler@contoso-demo.local,Harper Ziegler,Finance,Accounts Payable Clerk,London,United Kingdom,Contoso Demo Ltd,United Kingdom,taylor.rutherford@contoso-demo.local
